Title,Note,URL,Tags,Comment
Wulff & Konstali - Islands Brygge,,https://www.google.com/maps/place/Wulff+%26+Konstali+-+Islands+Brygge/data=!4m2!3m1!1s0x4652536a3a2bee37:0x7ec6267fa1bbe18,,
Manon Les Suites,,https://www.google.com/maps/place/Manon+Les+Suites/data=!4m2!3m1!1s0x46525308d8b7d82f:0x58d26dfb640f0041,,
LaLaLa,,https://www.google.com/maps/place/LaLaLa/data=!4m2!3m1!1s0x4652533b81a576b9:0x8ce31a0ede5998b5,,
La Cabra,,https://www.google.com/maps/place/La+Cabra/data=!4m2!3m1!1s0x4652531be6ee4763:0x5ed8f336225d6b3b,,
Meyers Bageri,,https://www.google.com/maps/place/Meyers+Bageri/data=!4m2!3m1!1s0x465253ad95201c67:0x5a4372488f3002af,,
Restaurant Væksthuset,,https://www.google.com/maps/place/Restaurant+V%C3%A6ksthuset/data=!4m2!3m1!1s0x46525306cb70476f:0x76b4d28694e5616f,,
Pauli,,https://www.google.com/maps/place/Pauli/data=!4m2!3m1!1s0x4652533d6ca7f7bb:0x1f07d699b2a949e4,,
studio x kitchen,,https://www.google.com/maps/place/studio+x+kitchen/data=!4m2!3m1!1s0x4652531aed91d959:0x66ae5e9f8f10b75c,,
Les Trois Cochons,,https://www.google.com/maps/place/Les+Trois+Cochons/data=!4m2!3m1!1s0x465253a010351c9b:0x73bb746f9a137a3e,,
Enghave Plads 9,,https://www.google.com/maps/place/Enghave+Plads+9/data=!4m2!3m1!1s0x465253ed5f40027d:0xab8bd7d724876095,,
Ych!,,https://www.google.com/maps/place/Ych!/data=!4m2!3m1!1s0x4652539def7076a9:0xab989dd19841021,,
Cadence,,https://www.google.com/maps/place/Cadence/data=!4m2!3m1!1s0x465253af6a43f145:0x363d733582017eae,,
Banegaarden,,https://www.google.com/maps/place/Banegaarden/data=!4m2!3m1!1s0x465253828da72089:0x4b84c9d6f6839edc,,
Wild Horses,,https://www.google.com/maps/place/Wild+Horses/data=!4m2!3m1!1s0x46525307500db4e5:0xc27b896fbd1216e6,,
Ka'nalu Cafe,,https://www.google.com/maps/place/Ka'nalu+Cafe/data=!4m2!3m1!1s0x4652564b38b43f8f:0xe7478822fb7d2cff,,
Atelier September,,https://www.google.com/maps/place/Atelier+September/data=!4m2!3m1!1s0x465253407fbd819b:0x5563127a7f7e056d,,
H table,,https://www.google.com/maps/place/H+table/data=!4m2!3m1!1s0x465253d989aa8331:0xa73732a62e00a592,,
Cascabel,,https://www.google.com/maps/place/Cascabel/data=!4m2!3m1!1s0x4652533145546323:0x48ab4a6a974f294a,,
Frenchy,,https://www.google.com/maps/place/Frenchy/data=!4m2!3m1!1s0x4652533dc224304b:0x6ee762670ccda854,,
B&W Brunch,,https://www.google.com/maps/place/B%26W+Brunch/data=!4m2!3m1!1s0x4652539a171ec743:0xf27581fac53cabb,,
Slowburn Brewing Co-op,,https://www.google.com/maps/place/Slowburn+Brewing+Co-op/data=!4m2!3m1!1s0x4652574f16779c53:0x3c5bd003e259e459,,
Darcy’s Kaffe,,https://www.google.com/maps/place/Darcy%E2%80%99s+Kaffe/data=!4m2!3m1!1s0x465253a14fb73023:0xd41a80b6eb1d16c7,,
District Tonkin,,https://www.google.com/maps/place/District+Tonkin/data=!4m2!3m1!1s0x465253188cc24577:0xb19ab2ee771817,,
20 Grams - Specialty Coffee Shop,,https://www.google.com/maps/place/20+Grams+-+Specialty+Coffee+Shop/data=!4m2!3m1!1s0x4652539d0b519b5f:0x82e618e7956901eb,,
Wulff & Konstali - Nørrebro,,https://www.google.com/maps/place/Wulff+%26+Konstali+-+N%C3%B8rrebro/data=!4m2!3m1!1s0x4652538052ded825:0x7b5eee727a34a2ff,,
OMAR,,https://www.google.com/maps/place/OMAR/data=!4m2!3m1!1s0x46525254c476dc27:0xd0212e0a3c02acb3,,
Daniali & Schiøtz Bageri,,https://www.google.com/maps/place/Daniali+%26+Schi%C3%B8tz+Bageri/data=!4m2!3m1!1s0x465253bb0c39fbc9:0xd8893949ef4fd779,,
Rist,,https://www.google.com/maps/place/Rist/data=!4m2!3m1!1s0x465253a0049e31ad:0xebf42b2d986d8455,,
The Artisan Copenhagen,,https://www.google.com/maps/place/The+Artisan+Copenhagen/data=!4m2!3m1!1s0x46525315e7a59919:0x9176f2485e069ac5,,
Restaurant Juju,,https://www.google.com/maps/place/Restaurant+Juju/data=!4m2!3m1!1s0x4652532d1ffda0c7:0x28c5e36476181f37,,
io いほ,,https://www.google.com/maps/place/io+%E3%81%84%E3%81%BB/data=!4m2!3m1!1s0x465253fc60a5685f:0xc23aa7bc1d18dd7,,
Villette,,https://www.google.com/maps/place/Villette/data=!4m2!3m1!1s0x465253536aa12185:0x2a1cdb856354255b,,
The Happiness Museum,,https://www.google.com/maps/place/The+Happiness+Museum/data=!4m2!3m1!1s0x465253ea82a29b47:0x70c8195bfc0e4693,,
Lille Petra,,https://www.google.com/maps/place/Lille+Petra/data=!4m2!3m1!1s0x4652530c1e16c0cb:0x2cd85a831121afb0,,
Gorda,,https://www.google.com/maps/place/Gorda/data=!4m2!3m1!1s0x46525347fbb9c939:0x965756790e10c452,,
Goldie,,https://www.google.com/maps/place/Goldie/data=!4m2!3m1!1s0x465253c3f58332c9:0xfc9734394d2af25c,,
DAC Café,,https://www.google.com/maps/place/DAC+Caf%C3%A9/data=!4m2!3m1!1s0x46525388e532c0cd:0x9e580fe4605d3603,,
Kadeau,,https://www.google.com/maps/place/Kadeau/data=!4m2!3m1!1s0x4652539931768ed5:0xf58758d8147839b8,,
Restaurant Gemini,,https://www.google.com/maps/place/Restaurant+Gemini/data=!4m2!3m1!1s0x465253d2dd8ed8a9:0x4633250a75aef71a,,
Propaganda Kitchen & Wine,,https://www.google.com/maps/place/Propaganda+Kitchen+%26+Wine/data=!4m2!3m1!1s0x465253f4f79be187:0xaf2114d6b51cbf20,,
Baryl Frederiksberg,,https://www.google.com/maps/place/Baryl+Frederiksberg/data=!4m2!3m1!1s0x465253d41583267b:0xaafd96a031a6ea46,,
Homeland Brasserie & Café,,https://www.google.com/maps/place/Homeland+Brasserie+%26+Caf%C3%A9/data=!4m2!3m1!1s0x465253b45d08cfeb:0x272710a0ded70443,,
Rufino Osteria,,https://www.google.com/maps/place/Rufino+Osteria/data=!4m2!3m1!1s0x4652533e8a09277f:0xaef32cbb2b47510f,,
Copenhagen Contemporary,,https://www.google.com/maps/place/Copenhagen+Contemporary/data=!4m2!3m1!1s0x4652533b4ae238fd:0x55309cfc552be410,,
Reffen - Copenhagen Street Food,,https://www.google.com/maps/place/Reffen+-+Copenhagen+Street+Food/data=!4m2!3m1!1s0x465252d76903d127:0xdce7be4eb8549aa0,,
Cafe Væksthuset,,https://www.google.com/maps/place/Cafe+V%C3%A6ksthuset/data=!4m2!3m1!1s0x465253a3630db683:0x2848309b4b43db3f,,
BonBon Ice,,https://www.google.com/maps/place/BonBon+Ice/data=!4m2!3m1!1s0x465253be85519fef:0xb2042616add4053c,,
Nebbiolo Winebar,,https://www.google.com/maps/place/Nebbiolo+Winebar/data=!4m2!3m1!1s0x46525322a484b8db:0xd5a201e9403a0047,,
Buka,,https://www.google.com/maps/place/Buka/data=!4m2!3m1!1s0x465253af4ebdffa7:0xf8ebf993e5128c15,,
Andersen Bakery,,https://www.google.com/maps/place/Andersen+Bakery/data=!4m2!3m1!1s0x4652530d731eb667:0x421b0fb5b128311,,
Ahaaa,,https://www.google.com/maps/place/Ahaaa/data=!4m2!3m1!1s0x4652530770b83b05:0xe809503556ace9b5,,
Admiralgade 26,,https://www.google.com/maps/place/Admiralgade+26/data=!4m2!3m1!1s0x46525316f95cfe69:0xb08ee1096cccbe38,,
À Côté,,https://www.google.com/maps/place/%C3%80+C%C3%B4t%C3%A9/data=!4m2!3m1!1s0x465253dc2c902607:0xbf408f53d462b238,,
Beau Marché Café à Vins,,https://www.google.com/maps/place/Beau+March%C3%A9+Caf%C3%A9+%C3%A0+Vins/data=!4m2!3m1!1s0x46525319ed70f621:0xe0b1b9911a9a6cc8,,
1105,,https://www.google.com/maps/place/1105/data=!4m2!3m1!1s0x46525317624a1e57:0x25dcef41656d4f9,,
Cantina,,https://www.google.com/maps/place/Cantina/data=!4m2!3m1!1s0x46525319b69b8335:0x83000c75518a7477,,
Cafe Kodan,,https://www.google.com/maps/place/Cafe+Kodan/data=!4m2!3m1!1s0x465253746aaae4d5:0xb54b99c5084ca870,,
Poulette,,https://www.google.com/maps/place/Poulette/data=!4m2!3m1!1s0x4652530e4aadfd59:0x8acb0aec1fb999e5,,
Bæst,,https://www.google.com/maps/place/B%C3%A6st/data=!4m2!3m1!1s0x4652539fdf087b7d:0x2d53b8ea6d057d5e,,
Sticks'n'Sushi,,https://www.google.com/maps/place/Sticks'n'Sushi/data=!4m2!3m1!1s0x4652536de2ad6529:0x3da6cd8e4066e59a,,
Restaurant Nagoya,,https://www.google.com/maps/place/Restaurant+Nagoya/data=!4m2!3m1!1s0x4652530323898399:0xae656db8f82cbf7a,,
Spiseloppen,,https://www.google.com/maps/place/Spiseloppen/data=!4m2!3m1!1s0x4652533963ed387f:0xc7782eaad0829db4,,
Tandoori Masala,,https://www.google.com/maps/place/Tandoori+Masala/data=!4m2!3m1!1s0x4652530756cd09cf:0x818af6ee22d52816,,
POPL Burger,,https://www.google.com/maps/place/POPL+Burger/data=!4m2!3m1!1s0x4652531d844fec25:0x2c8bd5cba93ff412,,
Cafe Ermanno,,https://www.google.com/maps/place/Cafe+Ermanno/data=!4m2!3m1!1s0x46525322a71c2609:0x245142172929cec4,,
Väkst,,https://www.google.com/maps/place/V%C3%A4kst/data=!4m2!3m1!1s0x4652530e5a618fbd:0x250f6d91452f2666,,
Louisiana Museum of Modern Art,,https://www.google.com/maps/place/Louisiana+Museum+of+Modern+Art/data=!4m2!3m1!1s0x46523707c3549aab:0x6a2fb944af11904e,,
Enomania,,https://www.google.com/maps/place/Enomania/data=!4m2!3m1!1s0x46525397686e0f63:0x4d15f0a1a5bde6b0,,
San Marco JUNIOR,,https://www.google.com/maps/place/San+Marco+JUNIOR/data=!4m2!3m1!1s0x465253bc8e511a85:0x47c403042c66e17c,,
Fuego,,https://www.google.com/maps/place/Fuego/data=!4m2!3m1!1s0x4652533d12c96351:0xbc49a3e00036e1a9,,
Dahl & Dahl,,https://www.google.com/maps/place/Dahl+%26+Dahl/data=!4m2!3m1!1s0x465253188ed6c64d:0xfe34673303f2ed12,,
"Social Foodies, Vedbæk",,"https://www.google.com/maps/place/Social+Foodies,+Vedb%C3%A6k/data=!4m2!3m1!1s0x46524be018975609:0x5a14fd9f5f0c9bee",,
Skodsborg Spa Hotel,,https://www.google.com/maps/place/Skodsborg+Spa+Hotel/data=!4m2!3m1!1s0x46524c0faebbb323:0x6892f8b47044496c,,
Rungsted Badestrand,,https://www.google.com/maps/place/Rungsted+Badestrand/data=!4m2!3m1!1s0x465249a3903b8151:0xd9c3be2632c2dbf2,,
Coffee Collective Godthåbsvej,,https://www.google.com/maps/place/Coffee+Collective+Godth%C3%A5bsvej/data=!4m2!3m1!1s0x465253ad94236fed:0x2958fa62b6290d9a,,
La Banchina,,https://www.google.com/maps/place/La+Banchina/data=!4m2!3m1!1s0x465252d7e174647b:0x4b04e382875aca3e,,
Nærvær,,https://www.google.com/maps/place/N%C3%A6rv%C3%A6r/data=!4m2!3m1!1s0x4652533b71ddb2a7:0x251a5ffc72c27fb9,,
Ismageriet,,https://www.google.com/maps/place/Ismageriet/data=!4m2!3m1!1s0x465254b1b823aab5:0xefd2f5dea6643952,,
The Sixteen Twelve,,https://www.google.com/maps/place/The+Sixteen+Twelve/data=!4m2!3m1!1s0x465253996115ee63:0xe0c6534cfaf49399,,
Sidecar,,https://www.google.com/maps/place/Sidecar/data=!4m2!3m1!1s0x465253a92aa9b74d:0xd18e88bb0537695a,,
Kung Fu Restaurant & Izakaya Ramen Bar,,https://www.google.com/maps/place/Kung+Fu+Restaurant+%26+Izakaya+Ramen+Bar/data=!4m2!3m1!1s0x46525300d7aa0263:0x23663f9fb462619f,,
Rebel,,https://www.google.com/maps/place/Rebel/data=!4m2!3m1!1s0x46525318ed96dea7:0x34760d4128185a37,,
Gasoline Grill,,https://www.google.com/maps/place/Gasoline+Grill/data=!4m2!3m1!1s0x46525319a9ee66e1:0xb6850b6a3fa2148a,,
Tommi's Burger Joint Kødbyen,,https://www.google.com/maps/place/Tommi's+Burger+Joint+K%C3%B8dbyen/data=!4m2!3m1!1s0x46525311b33eedb7:0xb9e3acfe63e58e39,,
Andersen & Maillard Nørrebro,,https://www.google.com/maps/place/Andersen+%26+Maillard+N%C3%B8rrebro/data=!4m2!3m1!1s0x46525248586eef61:0x937ff35354fafcad,,
Fleisch,,https://www.google.com/maps/place/Fleisch/data=!4m2!3m1!1s0x465253739d0f18bf:0x41ae9faa65d7a9e3,,
Morsel Bao,,https://www.google.com/maps/place/Morsel+Bao/data=!4m2!3m1!1s0x465253c33aada8c1:0x1cdca44a3333140,,
Falernum,,https://www.google.com/maps/place/Falernum/data=!4m2!3m1!1s0x465253a0138385ad:0xf7e46f1d3e3fd35a,,
Retour Steak Vesterbro,,https://www.google.com/maps/place/Retour+Steak+Vesterbro/data=!4m2!3m1!1s0x4652530c852f7501:0x50f69f404787665a,,
Kølsters Tolv Haner,,https://www.google.com/maps/place/K%C3%B8lsters+Tolv+Haner/data=!4m2!3m1!1s0x465253aee1108fab:0x5b39eca27b06d5a2,,
Restaurant Radio,,https://www.google.com/maps/place/Restaurant+Radio/data=!4m2!3m1!1s0x465253a78dc6a977:0x853407e553a7eafe,,
Dronning Louises Tehus,,https://www.google.com/maps/place/Dronning+Louises+Tehus/data=!4m2!3m1!1s0x46524dec40000001:0x904f36ab1bc67831,,
Juno the bakery,,https://www.google.com/maps/place/Juno+the+bakery/data=!4m2!3m1!1s0x465252f035a89c17:0x11c1cda65903316,,
Istid,,https://www.google.com/maps/place/Istid/data=!4m2!3m1!1s0x465253ad947c30f1:0xd1ef3229d55a79d5,,
Mikkeller Bar,,https://www.google.com/maps/place/Mikkeller+Bar/data=!4m2!3m1!1s0x46525374b2df023b:0xd76b2a988415e3b,,
Magasasa Dim Sum & Cocktails,,https://www.google.com/maps/place/Magasasa+Dim+Sum+%26+Cocktails/data=!4m2!3m1!1s0x46525373dcd5aafd:0x33c9d1e00e2957,,
Warpigs Brewpub,,https://www.google.com/maps/place/Warpigs+Brewpub/data=!4m2!3m1!1s0x46525373a478f7ad:0xf9643d7b32fac7c4,,
Kødbyens Fiskebar,,https://www.google.com/maps/place/K%C3%B8dbyens+Fiskebar/data=!4m2!3m1!1s0x46525373be55afe9:0xfd964541f10941ef,,
Paté Paté,,https://www.google.com/maps/place/Pat%C3%A9+Pat%C3%A9/data=!4m2!3m1!1s0x46525373829a0b59:0x8878eeb558b5bcc4,,
Høst,,https://www.google.com/maps/place/H%C3%B8st/data=!4m2!3m1!1s0x46525305ed0b0f45:0x9842c5cc03aa6e55,,
Vega,,https://www.google.com/maps/place/Vega/data=!4m2!3m1!1s0x4652539e80687c13:0xf5202e524e3eb86f,,
CUB Coffee Bar Boldhusgade,,https://www.google.com/maps/place/CUB+Coffee+Bar+Boldhusgade/data=!4m2!3m1!1s0x46525316fa3faa25:0xc19c249d461adf1a,,
Københavns Toldbod,,https://www.google.com/maps/place/K%C3%B8benhavns+Toldbod/data=!4m2!3m1!1s0x46525320a2f39d8b:0x133478b9f8d51c59,,
Sult,,https://www.google.com/maps/place/Sult/data=!4m2!3m1!1s0x4652531a150efe23:0x7b518c9d1fee5691,,
Strøm,,https://www.google.com/maps/place/Str%C3%B8m/data=!4m2!3m1!1s0x4652530e4f9f66ef:0x1240647ff62b68a4,,
Conditori La Glace,,https://www.google.com/maps/place/Conditori+La+Glace/data=!4m2!3m1!1s0x46525311adf13159:0x71dd10b224c56a51,,
La Vecchia Signora,,https://www.google.com/maps/place/La+Vecchia+Signora/data=!4m2!3m1!1s0x46525319df20559d:0xa860691093a0233d,,
Det Vide Hus,,https://www.google.com/maps/place/Det+Vide+Hus/data=!4m2!3m1!1s0x4652531adea3191b:0x2f43ebc7bc1a76e7,,
Torvehallerne,,https://www.google.com/maps/place/Torvehallerne/data=!4m2!3m1!1s0x465253051285311b:0x7374ede35ce9623b,,
Ørsted Ølbar,,https://www.google.com/maps/place/%C3%98rsted+%C3%98lbar/data=!4m2!3m1!1s0x4652530f47ad1921:0x5913881a8d8ec4,,
Noma,,https://www.google.com/maps/place/Noma/data=!4m2!3m1!1s0x4652533b679080a5:0x42eaecc5eb37e114,,
Paloma,,https://www.google.com/maps/place/Paloma/data=!4m2!3m1!1s0x465253ab17a4f6f3:0x351ce783a5f82cb4,,
Le Kaff,,https://www.google.com/maps/place/Le+Kaff/data=!4m2!3m1!1s0x4653acb831e73da9:0xb41ed5406e8e3eda,,
Ramen to Bíiru Vesterbro,,https://www.google.com/maps/place/Ramen+to+B%C3%ADiru+Vesterbro/data=!4m2!3m1!1s0x4652539c530bd8f3:0xd8f3813013538bcf,,
1656 Cocktail Bar,,https://www.google.com/maps/place/1656+Cocktail+Bar/data=!4m2!3m1!1s0x465253737cad5685:0xf0a8ed94a98c290f,,
SSAM,,https://www.google.com/maps/place/SSAM/data=!4m2!3m1!1s0x4652530cc47b16d1:0x92bbd0496f8527ef,,
Tivoli Food Hall,,https://www.google.com/maps/place/Tivoli+Food+Hall/data=!4m2!3m1!1s0x46525312b21fff39:0x7ebaf693e5fc09b5,,
Damhuskanten,,https://www.google.com/maps/place/Damhuskanten/data=!4m2!3m1!1s0x465251678c4dd39d:0x1e2d14487fa3fd4b,,
Ipsen & Co,,https://www.google.com/maps/place/Ipsen+%26+Co/data=!4m2!3m1!1s0x465253a2297df8ab:0x5913001be8a22239,,
Sticks'n'Sushi Frederiksberg,,https://www.google.com/maps/place/Sticks'n'Sushi+Frederiksberg/data=!4m2!3m1!1s0x465253a23507e78d:0xf2949bb10cefaef8,,
Restaurant Mielcke & Hurtigkarl,,https://www.google.com/maps/place/Restaurant+Mielcke+%26+Hurtigkarl/data=!4m2!3m1!1s0x465253bd7d8b75bd:0xc046592bf85ceaca,,
KU.BE,,https://www.google.com/maps/place/KU.BE/data=!4m2!3m1!1s0x465253c4aaff96db:0xb57528b2ddb703c5,,
Kind Of Blue,,https://www.google.com/maps/place/Kind+Of+Blue/data=!4m2!3m1!1s0x46525300d73cc1ad:0xffe60ef7e5f8fe6d,,
Green Room Restaurant & Bar,,https://www.google.com/maps/place/Green+Room+Restaurant+%26+Bar/data=!4m2!3m1!1s0x4652536213496dab:0x32512d9ccff2765a,,
Madklubben Frederiksberg,,https://www.google.com/maps/place/Madklubben+Frederiksberg/data=!4m2!3m1!1s0x465253bb8cda27fb:0x8ac757a0a1b1a88f,,
Mikkeller & Friends,,https://www.google.com/maps/place/Mikkeller+%26+Friends/data=!4m2!3m1!1s0x465253b29700c4a5:0x1ad4782463fae099,,
BRUS,,https://www.google.com/maps/place/BRUS/data=!4m2!3m1!1s0x464b8b471e46ee37:0x1344df1d782c450,,
Empire Cinema,,https://www.google.com/maps/place/Empire+Cinema/data=!4m2!3m1!1s0x465253aafc260e13:0x551d83ab11eff35b,,
